title,placeId,categoryName,categories/0,address,city,neighborhood,street,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,reviewsDistribution/oneStar,phone,website,permanentlyClosed,temporarilyClosed,wasOpenAtScrapeTime,isAdvertisement,searchString,rank,scrapedAt,imagesCount,url,is_rated,open_status,city_clean
Team FooD,ChIJncXlUoRVWBQRW-Gaho6nOwo,Restaurant,Restaurant,"شارع الكهرباء, 6th of October City (2), Giza Governorate 3226130, Egypt",6th of October City (2),Not provided,شارع الكهرباء,,29.9349262,30.92353,4.3,6,5,0,0,0,1,+20 11 53613987,https://www.facebook.com/120156356053532/posts/120167719385729/?substory_index=3,False,False,False,False,food ,2,2026-09-23T10:03:15.741Z,1,https://www.google.com/maps/search/?api=1&query=Team%20FooD&query_place_id=ChIJncXlUoRVWBQRW-Gaho6nOwo,True,Closed,6th of October City
MSA Food Court,ChIJv_oW4PFXWBQRogDJAYSbDXA,Food court,Food court,"XX54+5RM, First 6th of October, Giza Governorate 3233510, Egypt",First 6th of October,First 6th of October,XX54+5RM,,29.957883,30.9569998,4.7,3,2,1,0,0,0,Not provided,Not provided,False,False,,False,food ,7,2026-09-23T10:03:15.742Z,1,https://www.google.com/maps/search/?api=1&query=MSA%20Food%20Court&query_place_id=ChIJv_oW4PFXWBQRogDJAYSbDXA,True,Unknown,6th of October City
Lagarta cafe,ChIJ18udEuhVWBQRSZSZZgjYqos,Coffee shop,Coffee shop,"85 Street 48, First 6th of October, 6th of October City (2), Giza Governorate 3225531, Egypt",6th of October City (2),First 6th of October,85 Street 48,,29.9415645,30.9287247,3.0,4,2,0,0,0,2,Not provided,Not provided,False,False,True,False,food ,22,2026-09-23T10:03:16.390Z,1,https://www.google.com/maps/search/?api=1&query=Lagarta%20cafe&query_place_id=ChIJ18udEuhVWBQRSZSZZgjYqos,True,Open,6th of October City
العيش,ChIJK-NcIWxVWBQRowEuuE-j3zw,Bakery,Bakery,"اول 6, شارع عمارات ابو الوفا،, قسم أول 6 أكتوبر،, أكتوبر، الجيزة،, قسم أول 6, Giza Governorate 3226205, Egypt",قسم أول 6,First 6th of October,"اول 6, شارع عمارات ابو الوفا،, قسم أول 6 أكتوبر،, أكتوبر، الجيزة،",3226205,29.9421086,30.9323508,4.0,3,1,1,1,0,0,Not provided,Not provided,False,False,,False,food ,25,2026-09-23T10:03:16.390Z,0,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%B9%D9%8A%D8%B4&query_place_id=ChIJK-NcIWxVWBQRowEuuE-j3zw,True,Unknown,6th of October City
Hh,ChIJozc6TABVWBQRt3rGKCRqi4A,Bakery,Bakery,"WWRQ+FCM, Al-Kahraba St, First 6th of October, 6th of October City (2), Giza Governorate 3227505, Egypt",6th of October City (2),First 6th of October,"WWRQ+FCM, Al-Kahraba St",3227505,29.9412194,30.9385335,5.0,1,1,0,0,0,0,Not provided,Not provided,False,False,,False,food ,26,2026-09-23T10:03:16.390Z,0,https://www.google.com/maps/search/?api=1&query=Hh&query_place_id=ChIJozc6TABVWBQRt3rGKCRqi4A,True,Unknown,6th of October City
مطعم تندورى على الحطب,ChIJUww3zTxXWBQRjJtI4nlNMZ8,Restaurant,Restaurant,"سنتر البستان, Al-Kahraba St, First 6th of October, 6th of October City (2), Giza Governorate 12566, Egypt",6th of October City (2),First 6th of October,"سنتر البستان, Al-Kahraba St",12566,29.9485453,30.9393467,4.3,8,5,2,0,0,1,+20 10 32338021,Not provided,False,True,False,False,food ,27,2026-09-23T10:03:16.390Z,46,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AA%D9%86%D8%AF%D9%88%D8%B1%D9%89%20%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%AD%D8%B7%D8%A8&query_place_id=ChIJUww3zTxXWBQRjJtI4nlNMZ8,True,Closed,6th of October City
NOON CAFE,ChIJzwdTQgBVWBQRg34N2q1hFmU,Restaurant,Restaurant,"13 Al-Kahraba St, First 6th of October, 6th of October City (2), Giza Governorate 3227510, Egypt",6th of October City (2),First 6th of October,13 Al-Kahraba St,,29.9420743,30.9390919,,0,0,0,0,0,0,Not provided,Not provided,False,False,,False,food ,28,2026-09-23T10:03:16.390Z,0,https://www.google.com/maps/search/?api=1&query=NOON%20CAFE&query_place_id=ChIJzwdTQgBVWBQRg34N2q1hFmU,False,Unknown,6th of October City
كافيه السعيد,ChIJp1z3rFpVWBQRc-kG1KHNI7k,Cafe,Cafe,"WWVM+222, First 6th of October, 6th of October City (2), Giza Governorate 3226205, Egypt",6th of October City (2),First 6th of October,WWVM+222,,29.9425069,30.9325302,3.4,5,2,1,0,1,1,Not provided,Not provided,False,False,,False,food ,29,2026-09-23T10:03:16.391Z,0,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A7%D9%81%D9%8A%D9%87%20%D8%A7%D9%84%D8%B3%D8%B9%D9%8A%D8%AF&query_place_id=ChIJp1z3rFpVWBQRc-kG1KHNI7k,True,Unknown,6th of October City
قهوة جيمي,ChIJzbPaMrZVWBQR1Itwj3GmnXM,Coffee shop,Coffee shop,"WWRG+8QM, First 6th of October, 6th of October City (2), Giza Governorate 3225525, Egypt",6th of October City (2),First 6th of October,WWRG+8QM,,29.9408981,30.9270196,3.7,6,4,0,0,0,2,Not provided,Not provided,False,False,,False,food ,30,2026-09-23T10:03:16.391Z,5,https://www.google.com/maps/search/?api=1&query=%D9%82%D9%87%D9%88%D8%A9%20%D8%AC%D9%8A%D9%85%D9%8A&query_place_id=ChIJzbPaMrZVWBQR1Itwj3GmnXM,True,Unknown,6th of October City
اسماك حميدو,ChIJ9YDQZABVWBQRdFKgZILvuUY,Fish restaurant,Fish restaurant,"1863 Street 15, First 6th of October, 6th of October City (2), Giza Governorate 3225510, Egypt",6th of October City (2),First 6th of October,1863 Street 15,,29.9458443,30.9284549,4.7,31,28,1,0,1,1,+20 11 43711115,Not provided,False,False,True,False,food ,1,2026-09-23T10:03:18.426Z,47,https://www.google.com/maps/search/?api=1&query=%D8%A7%D8%B3%D9%85%D8%A7%D9%83%20%D8%AD%D9%85%D9%8A%D8%AF%D9%88&query_place_id=ChIJ9YDQZABVWBQRdFKgZILvuUY,True,Open,6th of October City
مخبوزات وحلواني الزعيم,ChIJ1-uVAGlVWBQRAthI0z8pbBg,Restaurant,Restaurant,"68 Zaki Naguib Mahmoud, 6th of October City (2), Giza Governorate 3225291, Egypt",6th of October City (2),Not provided,68 Zaki Naguib Mahmoud,,29.9386587,30.9242252,4.5,15,11,1,3,0,0,Not provided,Not provided,False,False,True,False,food ,3,2026-09-23T10:03:18.426Z,1,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AE%D8%A8%D9%88%D8%B2%D8%A7%D8%AA%20%D9%88%D8%AD%D9%84%D9%88%D8%A7%D9%86%D9%8A%20%D8%A7%D9%84%D8%B2%D8%B9%D9%8A%D9%85&query_place_id=ChIJ1-uVAGlVWBQRAthI0z8pbBg,True,Open,6th of October City
Fatma coffee - بن فاطمة,ChIJ2fmSDt5XWBQRMHqwR5fgmgE,Coffee store,Coffee store,"العقد التاني, Street 22, First 6th of October, اكتوبر, Giza Governorate 3225422, Egypt",اكتوبر,First 6th of October,"العقد التاني, Street 22",,29.9489235,30.9208337,5.0,26,26,0,0,0,0,+20 10 44057024,Not provided,False,False,True,False,food ,4,2026-09-23T10:03:18.426Z,9,https://www.google.com/maps/search/?api=1&query=Fatma%20coffee%20-%20%D8%A8%D9%86%20%D9%81%D8%A7%D8%B7%D9%85%D8%A9&query_place_id=ChIJ2fmSDt5XWBQRMHqwR5fgmgE,True,Open,6th of October City
Fast Gourmet,ChIJMQzmS3NVWBQREY_Iifr-vmE,Fast food restaurant,Fast food restaurant,"مول لاسيتيه خلف مسجد الحصري, Khalf Al Madrasa, 6th of October City (2), Giza Governorate 12566, Egypt",6th of October City (2),Not provided,"مول لاسيتيه خلف مسجد الحصري, Khalf Al Madrasa",12566,29.9461867,30.9080059,4.9,27,25,2,0,0,0,+20 10 80629149,https://www.instagram.com/_fastgourmet24/,False,False,True,False,food ,5,2026-09-23T10:03:18.426Z,4,https://www.google.com/maps/search/?api=1&query=Fast%20Gourmet&query_place_id=ChIJMQzmS3NVWBQREY_Iifr-vmE,True,Open,6th of October City
بن حجي,ChIJT1zsgv1VWBQR4lK_S3SMDs0,Coffee store,Coffee store,"84 Street 9, First 6th of October, 6th of October City (2), Giza Governorate 12563, Egypt",6th of October City (2),First 6th of October,84 Street 9,12563,29.9416222,30.9234568,4.8,5,4,1,0,0,0,+20 10 17790666,Not provided,False,False,True,False,food ,7,2026-09-23T10:03:18.427Z,5,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%86%20%D8%AD%D8%AC%D9%8A&query_place_id=ChIJT1zsgv1VWBQR4lK_S3SMDs0,True,Open,6th of October City
مخبز الربيع,ChIJNVzCp8NVWBQRS-1wwbfDTco,Bakery,Bakery,"52-53 Street 6, 6th of October City (2), Giza Governorate 3225264, Egypt",6th of October City (2),Not provided,52-53 Street 6,,29.9353342,30.9224273,4.4,662,462,97,60,13,30,+20 11 28229999,Not provided,False,False,True,False,food ,8,2026-09-23T10:03:18.427Z,25,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AE%D8%A8%D8%B2%20%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9&query_place_id=ChIJNVzCp8NVWBQRS-1wwbfDTco,True,Open,6th of October City
4U Restaurant & Cafe,ChIJE5rLCABVWBQRswwohCoYWsA,Coffee shop,Coffee shop,"عمارة رقم 74 ـ جنوب الأحياء ـ الحي الخامس ـ, Abd Al Salam Amin - Al Salam St, First 6th of October, 6th of October City (2), Giza Governorate 3226160, Egypt",6th of October City (2),First 6th of October,"عمارة رقم 74 ـ جنوب الأحياء ـ الحي الخامس ـ, Abd Al Salam Amin - Al Salam St",3226160,29.9424561,30.9304238,4.5,15,13,0,0,0,2,+20 10 27888770,Not provided,False,False,True,False,food ,10,2026-09-23T10:03:18.427Z,21,https://www.google.com/maps/search/?api=1&query=4U%20Restaurant%20%26%20Cafe&query_place_id=ChIJE5rLCABVWBQRswwohCoYWsA,True,Open,6th of October City
مخبز الربيع,ChIJGxDG6HVVWBQRE61SNOyQcc0,Bakery,Bakery,"WWRJ+VXV، شارع عمارات ابو الوفا, First 6th of October, 6th of October City (2), Giza Governorate 3226205, Egypt",6th of October City (2),First 6th of October,WWRJ+VXV، شارع عمارات ابو الوفا,,29.9422296,30.9324083,4.3,461,293,84,52,11,21,Not provided,Not provided,False,False,,False,food ,11,2026-09-23T10:03:18.427Z,20,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AE%D8%A8%D8%B2%20%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9&query_place_id=ChIJGxDG6HVVWBQRE61SNOyQcc0,True,Unknown,6th of October City
Megz coffee,ChIJV2DUh2tVWBQR84tFaST4pSU,Coffee shop,Coffee shop,"First 6th of October, 6th of October City (2), Giza Governorate 3225510, Egypt",6th of October City (2),First 6th of October,Not provided,,29.9459008,30.9282474,5.0,2,2,0,0,0,0,Not provided,Not provided,False,False,,False,food ,13,2026-09-23T10:03:18.427Z,1,https://www.google.com/maps/search/?api=1&query=Megz%20coffee&query_place_id=ChIJV2DUh2tVWBQR84tFaST4pSU,True,Unknown,6th of October City
McDonald's ChillOut Vodafone,ChIJCytHagFVWBQRHq9_6rU_2p4,Fast food restaurant,Fast food restaurant,"Vodafone Square, 6th of October ميدان فودافون، السادس من أكتوبر, Giza Governorate, Egypt",6th of October City (2),Not provided,"Vodafone Square, 6th of October ميدان فودافون، السادس من أكتوبر",,29.951296,30.911022,4.1,734,418,149,73,25,69,+20 2 21600377,https://www.mcdelivery.eg/,False,False,True,False,food ,14,2026-09-23T10:03:18.427Z,154,https://www.google.com/maps/search/?api=1&query=McDonald's%20ChillOut%20Vodafone&query_place_id=ChIJCytHagFVWBQRHq9_6rU_2p4,True,Open,6th of October City
Healthy Hub,ChIJV73CFzZVWBQR445QEdImxDo,Bakery,Bakery,"216, Egypt",6th of October City (2),First 6th of October,216,,29.9469835,30.9230869,5.0,2,2,0,0,0,0,+20 11 51300011,Not provided,False,False,,False,food ,16,2026-09-23T10:03:18.427Z,2,https://www.google.com/maps/search/?api=1&query=Healthy%20Hub&query_place_id=ChIJV73CFzZVWBQR445QEdImxDo,True,Unknown,6th of October City
